app_id,app_name,duration,status,spark.broadcast.blockSize,spark.broadcast.compress,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.io.compression.codec,spark.locality.wait,spark.memory.fraction,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.sql.autoBroadcastJoinThreshold,spark.sql.inMemoryColumnarStorage.batchSize,spark.sql.join.preferSortMergeJoin,spark.sql.shuffle.partitions,spark.storage.memoryMapThreshold
application_1688294179913_30040,33b#100#1689481620318_3#IMDB,10145,True,2,1,58,8,12096,4,4,6272,1536,1,4200,0.75,3328,0.7,0,120,40,11520,10600,1,74,10
application_1688294179913_30041,8d#100#1689481620180_4#IMDB,17848,True,12,0,65,4,6912,4,5,6400,2176,0,5200,0.48,2496,0.55,0,120,48,15872,16600,1,53,7
application_1688294179913_30042,1d#100#1689481620172_1#IMDB,7202,True,10,1,125,7,7232,5,5,9152,3264,1,4400,0.74,1536,0.36,1,88,72,8448,13000,0,78,8
application_1688294179913_30043,9c#100#1689481621057_0#IMDB,10847,True,14,1,77,4,5760,4,7,7104,1472,0,5800,0.5,1152,0.52,1,68,44,9984,9800,1,93,4
application_1688294179913_30044,19a#100#1689481621071_1#IMDB,11131,True,2,0,77,5,4608,4,5,9792,2368,0,5200,0.7,1216,0.47,1,32,92,13568,19600,1,95,3
application_1688294179913_30045,22b#100#1689481620204_3#IMDB,10483,True,10,1,174,8,10816,6,6,7360,832,1,3200,0.8,768,0.78,0,24,30,16384,12600,1,136,5
application_1688294179913_30046,17e#100#1689481620852_3#IMDB,19219,True,11,0,81,7,5120,5,4,9344,832,1,1800,0.66,3840,0.61,0,124,44,15360,8200,0,102,6
application_1688294179913_30047,23a#100#1689481620292_0#IMDB,8792,True,11,0,76,6,9536,6,5,11904,1280,0,2800,0.56,1024,0.61,0,136,24,15360,9800,1,123,7
application_1688294179913_30048,7b#100#1689481620456_3#IMDB,9232,True,13,1,117,4,6016,7,5,6592,576,1,5000,0.69,1728,0.62,0,28,20,9472,10400,0,99,5
application_1688294179913_30049,11b#100#1689481621051_2#IMDB,7116,True,12,0,165,7,5312,7,5,5952,3456,0,3200,0.48,2944,0.71,1,64,24,14080,13200,1,115,7
application_1688294179913_30050,11b#100#1689481620831_4#IMDB,6870,True,7,0,148,4,9024,6,6,6400,1216,0,5400,0.51,3968,0.41,1,52,92,14336,13400,1,112,6
application_1688294179913_30051,13c#100#1689481620678_6#IMDB,9522,True,2,0,90,2,10560,5,6,8960,3712,0,1000,0.65,704,0.84,1,40,60,13312,6600,1,93,2
application_1688294179913_30052,16b#100#1689481621088_4#IMDB,18726,True,4,1,142,7,9408,6,6,9280,4032,1,2200,0.56,3776,0.71,1,140,72,13568,14600,1,155,6
application_1688294179913_30053,16a#100#1689481620282_5#IMDB,17531,True,7,1,125,2,6592,5,6,7040,3392,1,3400,0.44,896,0.37,1,120,36,15360,15800,1,65,3
application_1688294179913_30054,19c#100#1689481620746_4#IMDB,11741,True,9,0,139,5,10752,6,5,10432,2048,1,4200,0.51,2688,0.39,0,24,72,13568,12000,0,77,9
application_1688294179913_30055,33a#100#1689481620327_0#IMDB,10391,True,10,1,93,7,9728,6,5,10880,1216,1,2000,0.77,1856,0.5,0,80,32,9984,17800,1,132,5
application_1688294179913_30056,26a#100#1689481620356_4#IMDB,12432,True,11,0,106,7,7680,7,3,10432,3072,1,4800,0.78,3392,0.78,1,40,36,10496,9200,0,79,6
application_1688294179913_30057,28c#100#1689481620643_6#IMDB,10612,True,14,1,180,5,5632,7,6,5504,384,1,2200,0.45,2880,0.72,0,112,26,8960,11200,1,173,9
application_1688294179913_30058,5b#100#1689481620610_0#IMDB,7310,True,5,0,76,3,5248,3,7,5440,768,1,5000,0.78,2432,0.43,1,48,60,15616,12600,0,79,7
application_1688294179913_30059,28a#100#1689481620850_6#IMDB,10309,True,7,1,71,2,8256,8,4,8128,768,0,5000,0.44,1600,0.65,0,92,38,10240,5800,1,79,8
application_1688294179913_30060,33a#100#1689481620543_4#IMDB,16198,True,12,0,120,6,11456,7,6,6848,768,1,2200,0.38,3840,0.7,1,24,24,14592,18400,1,167,4
application_1688294179913_30061,24b#100#1689481620688_3#IMDB,11467,True,8,0,76,4,9792,4,7,4544,4096,1,1600,0.4,3072,0.57,1,48,38,16384,6600,0,76,7
application_1688294179913_30062,19d#100#1689481620574_6#IMDB,13433,True,2,1,119,8,4992,5,6,9984,3008,1,5000,0.38,2176,0.69,0,104,18,8704,5000,0,85,3
application_1688294179913_30063,8b#100#1689481620170_3#IMDB,7812,True,8,1,160,7,9152,7,5,6976,2496,1,5800,0.36,1216,0.81,1,140,40,14848,7000,1,133,4
application_1688294179913_30064,29a#100#1689481620777_1#IMDB,13885,True,15,0,127,7,11008,5,5,10048,1792,0,1200,0.48,3200,0.75,1,92,58,13312,10200,1,85,5
application_1688294179913_30065,24b#100#1689481620166_3#IMDB,10976,True,4,1,76,5,5184,5,5,11968,3200,0,3600,0.47,2048,0.84,0,60,20,15616,12800,0,66,7
application_1688294179913_30066,28b#100#1689481620344_1#IMDB,8601,True,13,1,172,8,11392,5,7,5888,1088,0,3600,0.83,2944,0.43,1,88,24,16128,15400,0,112,6
application_1688294179913_30067,9c#100#1689481620126_0#IMDB,12354,True,2,0,127,5,6976,7,4,10944,2624,1,1800,0.65,1472,0.49,0,88,38,15616,16400,0,83,5
application_1688294179913_30068,9a#100#1689481620572_6#IMDB,9660,True,9,1,135,6,6272,6,5,8000,832,0,1800,0.72,576,0.6,1,92,36,9216,11400,1,96,6
application_1688294179913_30069,16b#100#1689481620455_0#IMDB,17647,True,10,0,137,4,11392,7,5,8640,2560,0,2800,0.84,3840,0.84,1,84,46,10496,5200,0,134,2
application_1688294179913_30070,14c#100#1689481620839_3#IMDB,11547,True,13,0,96,5,7616,6,6,9088,1728,1,1400,0.74,832,0.38,0,136,20,8960,10800,1,98,7
application_1688294179913_30071,17b#100#1689481620132_2#IMDB,13997,True,10,1,73,3,10944,6,4,8896,2240,1,4600,0.68,1152,0.83,0,132,72,10240,18200,0,64,9
application_1688294179913_30072,13c#100#1689481620353_2#IMDB,9345,True,7,0,106,3,5376,6,4,10496,1280,0,5200,0.71,640,0.4,0,116,56,16384,8000,0,92,4
application_1688294179913_30073,26c#100#1689481620423_6#IMDB,13552,True,10,0,56,5,7680,4,5,10624,4032,1,1200,0.56,4032,0.6,1,124,90,9472,6000,0,71,9
application_1688294179913_30074,16a#100#1689481621037_1#IMDB,17458,True,10,1,79,7,10816,4,5,8128,3520,1,1000,0.62,3072,0.49,1,112,36,10752,11600,1,67,2
application_1688294179913_30075,8a#100#1689481620353_1#IMDB,9098,True,7,0,106,3,5376,6,4,10496,1280,0,5200,0.71,640,0.4,0,116,56,16384,8000,0,92,4
application_1688294179913_30076,30a#100#1689481620168_1#IMDB,10781,True,13,1,74,5,12224,5,6,7872,2624,0,4800,0.84,2752,0.39,0,56,92,9216,7600,1,82,4
application_1688294179913_30077,13c#100#1689481620804_0#IMDB,8419,True,1,1,101,6,7488,5,5,9600,2880,0,5800,0.74,1088,0.72,0,112,38,9472,12000,1,70,5
application_1688294179913_30078,8b#100#1689481620565_6#IMDB,6901,True,1,0,112,4,4928,6,4,10752,640,0,3400,0.83,512,0.5,0,120,66,9472,18600,1,97,4
application_1688294179913_30079,5a#100#1689481620581_4#IMDB,6343,True,3,1,75,6,11072,5,4,10176,1920,0,3600,0.69,3264,0.6,1,48,36,11776,17600,1,96,2
application_1688294179913_30080,32a#100#1689481620307_2#IMDB,6310,True,15,0,171,8,4672,7,5,5760,2944,0,3400,0.82,2880,0.72,0,128,22,12544,7000,1,136,4
application_1688294179913_30081,3c#100#1689481620355_6#IMDB,7065,True,15,1,56,5,10944,3,7,8000,896,0,2600,0.62,192,0.68,0,104,48,9472,6200,0,58,10
application_1688294179913_30082,14b#100#1689481620448_6#IMDB,7996,True,15,0,70,5,12160,5,4,7872,3072,0,4400,0.44,1472,0.81,1,56,86,15360,6200,1,87,5
application_1688294179913_30083,32b#100#1689481620314_5#IMDB,7178,True,7,1,94,5,5120,6,7,10240,3136,0,1600,0.72,64,0.63,1,100,60,12800,14800,1,176,7
application_1688294179913_30084,26c#100#1689481620995_3#IMDB,13061,True,11,0,63,4,12224,4,6,9536,2368,1,3200,0.64,2880,0.66,1,76,60,9728,18000,1,56,3
application_1688294179913_30085,15b#100#1689481621061_0#IMDB,7524,True,9,1,99,4,7424,5,7,6336,2752,1,3600,0.65,3392,0.46,1,112,44,14080,17400,1,140,2
application_1688294179913_30086,17d#100#1689481620758_1#IMDB,14990,True,13,0,81,7,10944,3,7,4736,704,0,5200,0.7,3520,0.79,1,32,56,9984,10400,1,101,2
application_1688294179913_30087,33c#100#1689481620340_0#IMDB,10731,True,11,1,69,6,4608,6,4,6976,3200,1,2000,0.61,3584,0.39,0,124,86,8704,11800,0,73,8
application_1688294179913_30088,22d#100#1689481620578_3#IMDB,13233,True,5,0,136,4,8384,5,7,4544,3904,1,1200,0.84,576,0.82,0,108,24,9216,13000,1,79,5
application_1688294179913_30089,7a#100#1689481620521_4#IMDB,8184,True,8,1,117,7,12032,6,5,5120,832,0,4200,0.57,2240,0.79,1,112,68,8192,5600,0,89,5
application_1688294179913_30090,2b#100#1689481620647_0#IMDB,7322,True,7,0,165,8,11904,7,5,8768,1280,0,4600,0.7,4032,0.5,1,128,50,14336,7400,1,154,10
application_1688294179913_30091,32a#100#1689481620345_6#IMDB,6090,True,7,0,117,7,11840,5,5,10880,3904,1,2400,0.55,2368,0.7,0,84,72,10752,9200,1,94,2
application_1688294179913_30092,14a#100#1689481620135_1#IMDB,10787,True,10,0,121,6,7104,7,5,10880,3776,1,3600,0.63,1728,0.71,0,48,36,14080,12200,0,153,9
application_1688294179913_30093,22d#100#1689481620515_2#IMDB,10051,True,16,1,103,3,10624,7,6,5504,3072,1,2800,0.78,896,0.45,0,96,60,9728,10800,1,128,9
application_1688294179913_30094,10a#100#1689481620880_5#IMDB,8419,True,15,1,97,6,12224,7,5,11904,1280,0,1800,0.72,640,0.59,1,116,70,13312,9800,1,142,3
application_1688294179913_30095,23a#100#1689481620413_1#IMDB,8551,True,4,1,52,5,7104,4,5,6592,3712,1,4000,0.53,1792,0.76,1,112,16,15872,8000,0,73,3
application_1688294179913_30096,6f#100#1689481620194_1#IMDB,11416,True,5,1,73,3,10048,5,5,8512,1792,0,3000,0.78,2816,0.49,1,56,54,11264,9800,0,68,2
application_1688294179913_30097,29c#100#1689481621084_1#IMDB,12910,True,10,1,106,7,9920,4,8,6976,2560,0,2400,0.54,2880,0.8,1,100,72,8960,11000,1,81,6
application_1688294179913_30098,26b#100#1689481620377_6#IMDB,10453,True,7,1,81,8,5824,4,5,7424,1088,1,3200,0.76,3904,0.61,1,120,52,10240,13200,0,94,6
application_1688294179913_30099,13a#100#1689481620630_6#IMDB,10522,True,13,1,91,3,5952,6,6,9728,1344,0,3200,0.78,576,0.4,0,128,68,11264,12400,1,91,4
application_1688294179913_30100,2b#100#1689481620124_4#IMDB,7051,True,9,0,94,6,7936,3,6,11072,1152,0,5400,0.44,576,0.64,1,100,56,14592,15200,1,90,8
application_1688294179913_30101,10c#100#1689481620413_6#IMDB,8316,True,4,1,52,5,7104,4,5,6592,3712,1,4000,0.53,1792,0.76,1,112,16,15872,8000,0,73,3
application_1688294179913_30102,4a#100#1689481620512_5#IMDB,7536,True,15,1,172,5,11840,6,7,7616,1920,0,1200,0.59,1984,0.41,1,32,82,10752,15400,0,115,10
application_1688294179913_30103,26b#100#1689481620388_2#IMDB,10304,True,11,1,89,3,4224,7,5,8640,2176,1,5800,0.56,1984,0.81,0,88,88,11008,12600,1,84,2
application_1688294179913_30104,33a#100#1689481621078_3#IMDB,10113,True,16,1,84,7,6208,4,5,6976,1024,0,5800,0.38,2944,0.62,0,32,40,8960,8600,1,75,3
application_1688294179913_30105,6a#100#1689481620904_1#IMDB,9141,True,11,0,104,4,8000,4,6,10816,2816,0,5600,0.51,1536,0.73,1,40,56,11264,7800,1,105,8
application_1688294179913_30106,17f#100#1689481620367_0#IMDB,16700,True,11,0,90,6,8640,8,4,10176,3584,0,2600,0.63,1664,0.37,0,136,38,12288,11200,0,96,5
application_1688294179913_30107,1c#100#1689481620408_2#IMDB,8045,True,14,0,144,2,4160,8,5,11456,768,0,3400,0.54,1856,0.73,1,104,44,9216,11600,0,89,9
application_1688294179913_30108,12c#100#1689481620185_5#IMDB,8318,True,7,1,83,5,8128,7,3,11776,1536,0,4200,0.66,1600,0.74,0,72,20,13824,19400,0,75,5
application_1688294179913_30109,23b#100#1689481620750_3#IMDB,9559,True,13,0,126,6,11904,6,5,5568,3840,0,2600,0.64,2112,0.36,0,96,84,14848,10000,0,124,7
application_1688294179913_30110,3a#100#1689481620422_5#IMDB,6803,True,4,1,106,8,7744,5,5,8256,1280,0,5000,0.85,2240,0.79,0,48,36,12800,18400,1,87,5
application_1688294179913_30111,30b#100#1689481620881_4#IMDB,10541,True,9,1,91,6,11648,5,4,11392,2944,1,2600,0.45,3584,0.75,0,80,76,8704,15800,1,73,2
application_1688294179913_30112,15c#100#1689481620758_0#IMDB,8677,True,13,0,81,7,10944,3,7,4736,704,0,5200,0.7,3520,0.79,1,32,56,9984,10400,1,101,2
application_1688294179913_30113,18c#100#1689481620313_6#IMDB,11801,True,7,0,79,6,10496,3,6,9088,768,1,3600,0.48,3584,0.56,1,144,32,13568,9600,0,49,8
application_1688294179913_30114,9b#100#1689481620973_5#IMDB,10095,True,13,0,71,6,6272,3,6,9984,1536,1,4800,0.55,2752,0.84,1,40,90,13824,5800,1,63,6
application_1688294179913_30115,5a#100#1689481620908_3#IMDB,6386,True,11,1,90,4,5376,4,6,7616,2560,0,1400,0.6,832,0.7,1,56,28,11520,16400,1,84,9
application_1688294179913_30116,8c#100#1689481620118_3#IMDB,15568,True,5,0,108,6,8896,5,6,8512,1600,0,4600,0.49,2112,0.8,0,52,52,10496,15400,1,88,3
application_1688294179913_30117,2a#100#1689481620807_3#IMDB,7345,True,12,1,99,7,7360,3,6,10880,2880,1,2800,0.81,576,0.43,0,124,34,13824,10400,1,92,4
application_1688294179913_30118,12a#100#1689481620724_5#IMDB,7854,True,14,0,87,5,11200,5,5,4096,2496,0,2600,0.39,3072,0.45,1,68,38,10752,18200,0,76,7
application_1688294179913_30119,2b#100#1689481620930_1#IMDB,7036,True,13,0,74,7,9728,5,4,10432,1216,1,2400,0.58,1984,0.61,1,64,60,10496,15000,1,64,7
application_1688294179913_30120,20a#100#1689481620837_2#IMDB,8964,True,16,0,63,6,11520,4,6,4416,832,0,1000,0.73,1728,0.85,0,72,24,9216,17400,1,89,5
application_1688294179913_30121,30a#100#1689481620728_3#IMDB,11831,True,2,0,65,4,8256,5,5,10112,1088,1,1400,0.59,2624,0.58,0,132,86,8960,18200,0,66,2
application_1688294179913_30122,8d#100#1689481620623_4#IMDB,15307,True,13,1,130,4,11264,6,6,7744,3008,0,3400,0.56,256,0.7,0,120,92,14848,10600,0,151,9
application_1688294179913_30123,19c#100#1689481620736_1#IMDB,11012,True,11,1,90,6,5440,4,5,6592,2048,0,5000,0.65,3200,0.82,0,96,62,10752,13200,0,71,4
application_1688294179913_30124,10a#100#1689481620133_2#IMDB,8097,True,3,0,76,6,11584,5,5,4672,1344,0,3200,0.46,2880,0.55,1,32,16,13056,6400,1,107,4
application_1688294179913_30125,30c#100#1689481620940_5#IMDB,10746,True,10,1,63,8,6976,3,7,7296,1984,0,4800,0.49,1344,0.36,0,48,24,15872,11200,0,79,3
application_1688294179913_30126,18c#100#1689481620543_1#IMDB,12468,True,12,0,120,6,11456,7,6,6848,768,1,2200,0.38,3840,0.7,1,24,24,14592,18400,1,167,4
application_1688294179913_30127,8d#100#1689481621049_2#IMDB,16795,True,6,0,109,6,6784,3,8,8512,832,0,5600,0.62,1216,0.83,1,92,52,11264,11400,1,87,9
application_1688294179913_30128,1c#100#1689481621042_1#IMDB,7816,True,4,0,95,3,11776,7,3,11648,3520,1,1400,0.39,2624,0.47,0,68,18,9472,7200,1,67,8
application_1688294179913_30129,17a#100#1689481620579_2#IMDB,12692,True,16,1,74,5,7232,8,4,8832,1088,0,4800,0.56,2880,0.57,1,60,76,14080,12200,0,105,9
application_1688294179913_30130,15d#100#1689481620230_0#IMDB,8249,True,4,1,52,8,12032,3,6,8768,1408,1,1400,0.62,3008,0.67,1,96,28,12288,14200,1,74,6
application_1688294179913_30131,18b#100#1689481620939_3#IMDB,7950,True,10,1,108,8,8896,7,5,11072,1280,1,2800,0.35,3008,0.51,1,96,54,9216,6000,0,91,7
application_1688294179913_30132,14c#100#1689481620514_6#IMDB,10898,True,5,0,74,7,10560,5,4,7808,2112,0,3800,0.5,2560,0.69,1,72,34,12544,13600,0,101,4
application_1688294179913_30133,5c#100#1689481620115_4#IMDB,7532,True,14,1,66,5,7680,7,4,11584,1792,0,4800,0.67,2048,0.5,0,92,24,8448,12600,0,127,9
application_1688294179913_30134,19a#100#1689481620532_0#IMDB,10550,True,12,1,89,8,7936,3,6,10496,3136,0,5600,0.83,2432,0.52,1,72,76,15360,5800,0,55,2
application_1688294179913_30135,17c#100#1689481620907_3#IMDB,13322,True,15,0,70,3,11648,3,7,7680,4096,0,5400,0.78,1216,0.68,1,108,68,8448,14400,0,88,8
application_1688294179913_30136,32a#100#1689481621099_6#IMDB,6315,True,10,1,65,6,7296,6,3,8960,3328,1,2600,0.71,3712,0.85,1,88,28,12800,8000,1,50,1
application_1688294179913_30137,26a#100#1689481620471_5#IMDB,10933,True,9,1,159,4,4288,6,7,5696,448,0,3000,0.62,1408,0.82,1,140,28,15616,8200,1,112,6
application_1688294179913_30138,6d#100#1689481620980_0#IMDB,8795,True,3,1,160,5,4736,7,6,10432,1088,0,3200,0.56,2240,0.56,0,124,56,10752,19800,0,132,8
application_1688294179913_30139,27c#100#1689481620406_4#IMDB,11233,True,4,0,120,7,4352,8,4,11840,1344,0,2000,0.68,2560,0.44,1,128,68,15104,17600,1,148,3
application_1688294179913_30140,19d#100#1689481620703_6#IMDB,15608,True,5,0,160,5,11520,7,6,7360,1600,0,3200,0.65,3712,0.62,1,136,22,12544,17200,1,137,9
application_1688294179913_30141,20c#100#1689481620342_4#IMDB,10002,True,4,1,58,4,4480,4,5,11392,1920,0,5000,0.45,3200,0.73,1,140,88,10240,6600,1,51,5
application_1688294179913_30142,16b#100#1689481620146_0#IMDB,17366,True,6,0,86,6,7936,7,5,9664,1472,1,5000,0.39,3264,0.37,0,136,28,11008,12400,0,148,7
application_1688294179913_30143,30c#100#1689481620245_3#IMDB,13306,True,1,0,82,3,8000,7,5,6656,1984,1,4200,0.61,3328,0.38,1,80,76,15104,13600,1,94,7
application_1688294179913_30144,7a#100#1689481620543_0#IMDB,10417,True,12,0,120,6,11456,7,6,6848,768,1,2200,0.38,3840,0.7,1,24,24,14592,18400,1,167,4
application_1688294179913_30145,6a#100#1689481620315_6#IMDB,8676,True,14,0,134,4,8896,5,7,7616,2240,1,5600,0.44,3392,0.39,0,72,28,9472,9800,0,117,3
application_1688294179913_30146,6d#100#1689481620304_6#IMDB,8860,True,15,0,56,6,9216,4,5,5696,1984,1,1800,0.51,3072,0.63,1,60,44,16128,19400,0,76,3
application_1688294179913_30147,5c#100#1689481620647_5#IMDB,7492,True,7,0,165,8,11904,7,5,8768,1280,0,4600,0.7,4032,0.5,1,128,50,14336,7400,1,154,10
application_1688294179913_30148,22c#100#1689481621003_0#IMDB,10796,True,15,1,86,6,9856,5,4,7872,2368,1,5600,0.58,2048,0.46,0,48,58,9216,9200,0,62,2
application_1688294179913_30149,12b#100#1689481621012_6#IMDB,9560,True,2,1,83,6,9280,5,4,8384,1984,1,2200,0.61,512,0.75,0,108,92,8960,18800,0,64,4
application_1688294179913_30150,21c#100#1689481620732_2#IMDB,10062,True,5,0,107,5,7168,7,5,9984,1024,1,1600,0.68,3968,0.63,0,60,44,14080,5400,0,115,5
application_1688294179913_30151,6d#100#1689481620149_0#IMDB,10430,True,1,1,90,2,9152,4,6,7680,3456,0,2400,0.48,640,0.59,1,72,54,9984,7000,0,53,8
application_1688294179913_30152,16b#100#1689481620358_6#IMDB,19975,True,4,0,79,7,5888,4,8,5760,640,0,2200,0.55,2432,0.37,0,24,16,11520,7200,1,139,2
application_1688294179913_30153,13b#100#1689481620900_2#IMDB,8675,True,10,1,113,6,4928,6,4,8448,2432,0,1600,0.54,2816,0.53,1,132,70,14592,7200,1,70,6
application_1688294179913_30154,20b#100#1689481620381_0#IMDB,8896,True,4,1,90,4,5440,4,8,8960,576,1,2800,0.6,512,0.39,0,52,64,8448,8400,1,97,6
application_1688294179913_30155,29b#100#1689481620747_3#IMDB,11230,True,3,1,49,3,12096,7,3,8512,1984,1,3000,0.55,3136,0.66,0,64,50,11520,9600,0,62,3
application_1688294179913_30156,18b#100#1689481620257_4#IMDB,8840,True,6,0,85,7,4672,4,7,7040,1536,1,3600,0.43,3200,0.66,0,96,32,12800,7200,0,124,7
application_1688294179913_30157,20c#100#1689481620114_3#IMDB,10534,True,7,0,68,2,4736,4,6,6144,2752,1,1200,0.46,768,0.77,1,72,72,13824,12000,1,57,5
application_1688294179913_30158,24b#100#1689481620149_2#IMDB,12144,True,1,1,90,2,9152,4,6,7680,3456,0,2400,0.48,640,0.59,1,72,54,9984,7000,0,53,8
application_1688294179913_30159,15a#100#1689481620296_1#IMDB,8529,True,13,0,117,6,4352,7,4,10816,3392,1,5400,0.41,2752,0.72,1,104,84,9984,13800,1,112,9
application_1688294179913_30160,12c#100#1689481620352_2#IMDB,7504,True,14,1,76,5,5248,4,7,8448,4096,1,1400,0.43,3456,0.61,1,52,28,11008,16400,1,72,9
application_1688294179913_30161,4a#100#1689481620860_2#IMDB,7884,True,5,0,64,6,5056,6,4,9536,3072,0,4400,0.61,2752,0.76,0,48,70,13824,12600,0,76,3
application_1688294179913_30162,4a#100#1689481620194_4#IMDB,6850,True,5,1,73,3,10048,5,5,8512,1792,0,3000,0.78,2816,0.49,1,56,54,11264,9800,0,68,2
application_1688294179913_30163,31a#100#1689481620634_5#IMDB,12312,True,9,1,145,7,6720,5,7,5568,384,0,1400,0.55,576,0.73,0,24,48,15104,13400,0,131,2
application_1688294179913_30164,11b#100#1689481620206_2#IMDB,6699,True,3,1,86,2,5376,5,5,7552,2368,0,3800,0.51,1408,0.38,1,40,24,14848,19000,0,107,8
application_1688294179913_30165,28a#100#1689481620481_3#IMDB,10180,True,6,1,71,5,5568,3,7,7680,2496,1,4600,0.66,2688,0.69,1,52,90,12288,19000,1,83,3
application_1688294179913_30166,29b#100#1689481620509_5#IMDB,12421,True,4,0,138,3,11072,7,6,8576,1728,0,3400,0.65,1216,0.72,1,100,76,8704,12800,1,124,3
application_1688294179913_30167,15d#100#1689481620612_1#IMDB,8674,True,11,0,77,5,9728,4,8,4992,1344,1,3600,0.41,128,0.74,1,56,52,9728,7400,1,129,4
application_1688294179913_30168,3c#100#1689481620941_3#IMDB,7537,True,4,1,66,5,9472,4,5,11456,1408,0,3400,0.44,2432,0.71,1,88,48,11776,13600,0,62,7
application_1688294179913_30169,24a#100#1689481620170_1#IMDB,12296,True,8,1,160,7,9152,7,5,6976,2496,1,5800,0.36,1216,0.81,1,140,40,14848,7000,1,133,4
application_1688294179913_30170,2d#100#1689481620823_4#IMDB,7718,True,11,0,147,2,9792,7,6,9792,1664,0,5400,0.8,576,0.55,1,48,26,14848,5800,0,175,2
application_1688294179913_30171,13c#100#1689481620906_3#IMDB,10037,True,14,0,83,7,9792,3,8,6144,1216,1,1600,0.64,1792,0.77,1,112,24,9984,5800,1,93,10
application_1688294179913_30172,15c#100#1689481620343_6#IMDB,8757,True,9,0,82,6,10432,3,6,5248,2816,1,1000,0.67,3968,0.53,0,32,40,13056,19000,0,83,10
application_1688294179913_30173,31b#100#1689481620193_0#IMDB,9890,True,6,1,95,7,4800,4,7,7104,2240,1,2000,0.6,768,0.56,0,128,34,9216,12800,1,106,3
application_1688294179913_30174,17d#100#1689481620421_5#IMDB,22109,True,2,0,92,7,9152,4,6,5888,1600,0,6000,0.78,64,0.69,0,140,80,8448,12400,1,101,4
application_1688294179913_30175,8b#100#1689481620967_5#IMDB,7155,True,9,0,139,4,5760,5,7,8576,1856,1,3400,0.85,1664,0.8,1,120,40,9216,6600,0,115,9
application_1688294179913_30176,22d#100#1689481620564_6#IMDB,10906,True,12,1,113,5,8768,6,6,9984,3456,1,4600,0.55,2112,0.76,1,48,20,12800,6600,0,130,8
application_1688294179913_30177,25b#100#1689481620166_4#IMDB,9371,True,4,1,76,5,5184,5,5,11968,3200,0,3600,0.47,2048,0.84,0,60,20,15616,12800,0,66,7
application_1688294179913_30178,1d#100#1689481620145_5#IMDB,8139,True,5,0,56,4,8064,6,4,11520,2560,0,4000,0.71,2304,0.42,1,80,48,9472,15000,1,98,6
application_1688294179913_30179,5a#100#1689481620593_5#IMDB,6227,True,5,1,108,4,11456,6,7,4288,3136,0,3000,0.42,3968,0.75,1,64,28,14336,11200,1,93,8
application_1688294179913_30180,6f#100#1689481620885_6#IMDB,12939,True,15,0,62,7,7552,4,6,9024,704,0,3600,0.51,448,0.7,1,136,88,10496,19800,1,103,5
application_1688294179913_30181,31b#100#1689481620894_4#IMDB,12050,True,6,0,101,3,8640,7,5,4928,2496,1,4400,0.77,3136,0.84,1,128,68,14080,10400,0,130,8
application_1688294179913_30182,11b#100#1689481620869_4#IMDB,6367,True,3,1,132,8,7808,8,5,11136,2432,1,5400,0.66,3712,0.64,1,72,40,9728,14800,1,100,10
application_1688294179913_30183,31b#100#1689481620531_5#IMDB,11620,True,15,0,81,3,7296,5,7,6464,896,1,3200,0.67,128,0.43,0,136,90,12800,9800,0,110,3
application_1688294179913_30184,22d#100#1689481620249_2#IMDB,12161,True,7,0,78,3,8448,7,3,11200,2688,0,1600,0.83,2176,0.44,0,44,16,10240,10000,1,86,10
application_1688294179913_30185,16a#100#1689481620612_0#IMDB,23578,True,11,0,77,5,9728,4,8,4992,1344,1,3600,0.41,128,0.74,1,56,52,9728,7400,1,129,4
application_1688294179913_30186,19b#100#1689481620577_2#IMDB,10186,True,6,0,81,3,9472,5,5,11776,1024,0,2800,0.53,3584,0.79,1,40,44,11264,10400,0,95,4
application_1688294179913_30187,11d#100#1689481620751_5#IMDB,8640,True,10,1,91,4,8384,7,3,10944,1088,1,5200,0.5,1088,0.83,0,108,16,15104,17800,0,78,8
application_1688294179913_30188,7a#100#1689481620923_4#IMDB,8834,True,12,0,93,4,9088,4,6,10880,1088,0,4400,0.52,1920,0.79,0,88,68,12800,16600,0,84,2
application_1688294179913_30189,28c#100#1689481620303_6#IMDB,10159,True,11,1,129,3,5888,6,6,10048,3968,0,4200,0.36,3520,0.79,0,116,18,13056,15000,0,98,2
application_1688294179913_30190,25b#100#1689481620463_6#IMDB,10733,True,10,0,70,8,7744,5,4,9664,2944,1,1200,0.35,896,0.63,0,112,92,8704,12200,0,61,6
application_1688294179913_30191,30a#100#1689481620544_5#IMDB,10815,True,14,1,73,4,9920,5,4,7936,2304,0,5000,0.52,3200,0.74,0,88,40,13568,15800,1,49,3
application_1688294179913_30192,7a#100#1689481620807_1#IMDB,8502,True,12,1,99,7,7360,3,6,10880,2880,1,2800,0.81,576,0.43,0,124,34,13824,10400,1,92,4
application_1688294179913_30193,17b#100#1689481620911_1#IMDB,16477,True,6,0,87,5,6080,4,5,8128,1920,1,1600,0.83,1984,0.4,0,80,18,10752,10000,1,82,5
